alert_id,event_id,timestamp,user_id,ip_address,country,resource_accessed,action_type,attack_type,failed_logins,data_download_mb,risk_score,anomaly_score,threat_level,recommended_action,status,created_at
A001023,E005188,2026-05-18 04:31:27,U0076,172.147.39.190,Tor Exit Node,/admin/users,delete,privilege_escalation,1,85.05,98,0.607,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001024,E005193,2026-05-14 19:54:49,U0342,24.15.65.125,Tor Exit Node,/vpc/security-groups,write,privilege_escalation,3,103.24,88,0.6351,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001025,E005198,2026-05-29 07:55:53,U0069,52.136.144.156,Ukraine,/network/firewall,download,data_exfiltration,2,5874.28,89,0.6157,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001026,E005203,2026-05-23 10:42:12,U0229,72.136.121.34,North Korea,/storage/bucket-private,delete,privilege_escalation,1,157.13,79,0.5664,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001027,E005206,2026-05-09 17:52:58,U0219,192.44.157.110,Ukraine,/database/production,download,data_exfiltration,2,3375.79,99,0.6305,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001028,E005215,2026-05-10 22:08:15,U0452,24.146.123.210,United Kingdom,/database/staging,login,normal,0,59.46,18,0.545,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001029,E005216,2026-05-22 02:36:33,U0477,185.141.76.240,Belarus,/vpc/security-groups,login,brute_force,12,9.73,78,0.5871,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001030,E005218,2026-05-07 02:41:44,U0430,72.14.45.116,Nigeria,/admin/users,download,data_exfiltration,2,1510.72,95,0.6058,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001031,E005244,2026-05-10 03:50:32,U0419,185.112.165.232,Unknown,/backup/snapshots,write,privilege_escalation,3,6.1,87,0.6302,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001032,E005254,2026-05-09 12:53:55,U0398,172.64.32.59,North Korea,/network/firewall,delete,privilege_escalation,1,14.87,93,0.5732,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001033,E005270,2026-05-21 23:24:06,U0034,45.185.30.219,Tor Exit Node,/storage/bucket-private,download,data_exfiltration,0,2366.86,76,0.5393,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001034,E005273,2026-05-15 08:32:25,U0223,192.88.220.23,Anonymous Proxy,/iam/roles,download,data_exfiltration,2,7090.04,89,0.6232,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001035,E005280,2026-05-29 15:17:57,U0046,196.58.93.163,Anonymous Proxy,/admin/settings,delete,privilege_escalation,1,19.5,72,0.6153,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001036,E005284,2026-05-29 23:37:02,U0281,196.39.71.238,Nigeria,/admin/users,write,geographic_anomaly,2,432.8,80,0.5827,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001037,E005286,2026-05-13 10:48:08,U0478,52.100.209.133,Unknown,/admin/settings,login,brute_force,19,8.15,71,0.6346,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001038,E005288,2026-06-02 03:02:04,U0066,172.35.179.23,Germany,/database/staging,download,normal,0,77.22,10,0.5439,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001039,E005290,2026-05-12 16:27:38,U0372,104.41.64.77,Nigeria,/iam/roles,write,privilege_escalation,0,100.36,70,0.5863,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001040,E005294,2026-05-21 08:19:46,U0297,91.66.126.68,Tor Exit Node,/iam/roles,write,privilege_escalation,2,49.97,68,0.6011,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001041,E005297,2026-05-30 17:54:52,U0458,8.54.21.118,North Korea,/backup/snapshots,download,data_exfiltration,0,7323.14,80,0.6139,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001042,E005301,2026-05-08 00:09:35,U0488,213.119.50.67,Unknown,/network/firewall,download,data_exfiltration,0,3106.25,88,0.5708,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001043,E005312,2026-05-31 02:16:46,U0139,5.45.231.176,Tor Exit Node,/vpc/security-groups,download,data_exfiltration,0,3054.78,78,0.601,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001044,E005315,2026-05-26 19:26:16,U0493,185.194.66.41,Unknown,/vpc/security-groups,login,brute_force,13,0.2,71,0.588,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001045,E005322,2026-05-30 13:58:42,U0407,52.226.148.227,Unknown,/storage/bucket-private,download,data_exfiltration,1,1974.33,70,0.5884,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001046,E005330,2026-05-27 09:20:32,U0474,172.202.191.99,India,/admin/users,download,normal,0,44.73,17,0.5455,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001047,E005331,2026-05-17 07:14:04,U0071,104.206.224.48,Ukraine,/admin/settings,delete,privilege_escalation,1,177.7,76,0.6021,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001048,E005332,2026-05-15 11:18:14,U0088,213.23.38.112,Unknown,/database/production,write,geographic_anomaly,2,247.1,83,0.5719,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001049,E005336,2026-05-12 14:05:47,U0118,45.99.206.38,Ukraine,/vpc/security-groups,download,data_exfiltration,0,8934.11,98,0.666,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001050,E005337,2026-05-06 18:31:03,U0250,64.92.208.95,Ireland,/api/users,login,normal,0,55.48,10,0.5407,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001051,E005342,2026-05-11 19:52:41,U0088,45.18.9.90,Romania,/vpc/security-groups,download,geographic_anomaly,4,405.5,69,0.5529,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001052,E005343,2026-05-11 11:40:20,U0413,213.135.229.156,Ukraine,/admin/users,login,brute_force,10,8.89,74,0.5539,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001053,E005344,2026-05-21 14:19:42,U0431,172.59.93.242,Singapore,/compute/instances,upload,normal,0,30.22,20,0.5425,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001054,E005346,2026-05-22 23:57:30,U0234,213.86.61.12,Unknown,/admin/settings,delete,geographic_anomaly,3,547.48,61,0.5855,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001055,E005355,2026-05-06 06:35:32,U0283,45.144.105.170,Unknown,/vpc/security-groups,configure,privilege_escalation,2,51.31,96,0.6274,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001056,E005367,2026-05-20 02:01:41,U0314,185.174.129.111,Belarus,/iam/roles,download,data_exfiltration,1,2712.87,91,0.5627,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001057,E005375,2026-05-29 16:27:48,U0165,192.226.226.173,Canada,/api/files,logout,normal,0,2.2,24,0.5412,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001058,E005376,2026-05-17 18:49:35,U0418,45.221.116.114,North Korea,/backup/snapshots,configure,privilege_escalation,1,106.31,81,0.5843,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001059,E005377,2026-05-09 14:12:43,U0424,91.144.215.206,Unknown,/storage/bucket-private,login,brute_force,11,8.12,61,0.5574,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001060,E005379,2026-05-06 06:04:10,U0100,24.97.122.62,Ireland,/api/data,upload,normal,0,13.41,6,0.542,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001061,E005380,2026-05-09 20:32:48,U0047,64.72.40.237,Belarus,/database/production,login,brute_force,12,7.37,77,0.5545,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001062,E005383,2026-05-11 19:15:48,U0105,5.175.0.125,Romania,/iam/roles,delete,privilege_escalation,2,26.79,85,0.5752,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001063,E005386,2026-05-19 18:05:25,U0314,5.123.194.22,Belarus,/admin/users,download,geographic_anomaly,3,512.58,61,0.563,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001064,E005394,2026-05-08 11:50:19,U0130,5.140.156.197,North Korea,/admin/settings,login,brute_force,16,7.35,88,0.6077,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001065,E005409,2026-05-31 21:34:31,U0405,52.145.28.99,Nigeria,/database/production,download,data_exfiltration,0,2957.97,86,0.5795,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001066,E005412,2026-05-13 06:13:03,U0435,213.246.18.57,Ukraine,/vpc/security-groups,login,brute_force,18,6.29,83,0.6072,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001067,E005413,2026-05-16 06:34:00,U0435,192.223.240.251,Belarus,/network/firewall,configure,privilege_escalation,1,19.19,76,0.5892,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001068,E005415,2026-05-24 06:36:47,U0095,213.158.110.195,Anonymous Proxy,/database/production,write,geographic_anomaly,4,370.21,70,0.5985,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001069,E005417,2026-05-11 04:52:31,U0202,5.141.173.199,Ukraine,/network/firewall,write,privilege_escalation,1,85.86,90,0.6079,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001070,E005428,2026-05-31 15:22:08,U0159,24.53.92.228,Ireland,/api/users,read,normal,2,17.63,11,0.5639,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001071,E005430,2026-05-27 16:49:57,U0239,196.128.170.205,Tor Exit Node,/storage/bucket-private,write,geographic_anomaly,4,326.49,77,0.5834,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001072,E005432,2026-05-26 08:49:38,U0377,172.222.166.58,Ireland,/database/production,update,normal,0,43.82,25,0.5517,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001073,E005434,2026-05-06 23:45:38,U0065,196.238.59.192,Romania,/iam/roles,configure,privilege_escalation,3,142.73,71,0.6016,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001074,E005436,2026-05-12 02:33:49,U0226,198.34.17.138,Tor Exit Node,/network/firewall,login,brute_force,18,9.87,73,0.5846,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001075,E005438,2026-05-05 14:03:55,U0202,8.222.242.241,Anonymous Proxy,/database/production,download,data_exfiltration,1,4451.24,67,0.5996,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001076,E005441,2026-05-11 04:10:56,U0230,64.253.241.182,Finland,/database/staging,list,normal,1,15.38,13,0.5495,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001077,E005444,2026-05-09 12:45:39,U0036,45.52.197.129,Ukraine,/vpc/security-groups,delete,geographic_anomaly,3,289.09,70,0.548,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001078,E005448,2026-05-09 15:26:42,U0061,198.118.81.140,Anonymous Proxy,/database/production,download,data_exfiltration,2,1580.25,82,0.571,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001079,E005450,2026-05-06 01:13:12,U0251,45.186.79.115,Anonymous Proxy,/vpc/security-groups,download,geographic_anomaly,1,353.3,55,0.5431,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001080,E005452,2026-05-05 15:29:23,U0049,213.192.241.40,Romania,/storage/bucket-private,download,data_exfiltration,1,6221.29,80,0.6024,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001081,E005455,2026-05-24 04:07:45,U0092,196.206.42.141,Unknown,/admin/settings,login,brute_force,13,3.0,69,0.5971,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001082,E005457,2026-05-27 19:34:22,U0244,196.14.171.67,Tor Exit Node,/iam/roles,configure,privilege_escalation,3,47.54,67,0.5963,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001083,E005458,2026-05-06 19:10:26,U0061,45.181.15.221,Anonymous Proxy,/database/production,download,data_exfiltration,0,8642.67,84,0.6532,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001084,E005460,2026-05-22 14:57:28,U0030,5.205.54.123,Romania,/backup/snapshots,write,privilege_escalation,0,176.83,90,0.6205,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001085,E005465,2026-05-27 11:18:42,U0282,172.215.60.32,Anonymous Proxy,/database/production,login,brute_force,14,5.34,75,0.5766,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001086,E005468,2026-06-01 15:22:01,U0384,198.226.9.82,North Korea,/admin/users,configure,geographic_anomaly,4,119.21,50,0.5711,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001087,E005473,2026-05-04 08:56:51,U0420,64.43.145.82,Anonymous Proxy,/network/firewall,login,brute_force,19,8.78,85,0.6229,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001088,E005487,2026-05-26 20:02:29,U0474,24.175.187.206,Nigeria,/vpc/security-groups,download,data_exfiltration,2,8330.93,91,0.6618,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001089,E005490,2026-05-28 15:00:21,U0016,198.17.118.94,Tor Exit Node,/backup/snapshots,download,data_exfiltration,2,8712.04,76,0.6607,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001090,E005493,2026-05-09 07:29:09,U0314,198.198.2.168,Belarus,/database/production,delete,geographic_anomaly,4,314.84,63,0.5576,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001091,E005499,2026-05-04 11:01:00,U0047,213.28.212.101,North Korea,/admin/settings,delete,geographic_anomaly,1,470.26,50,0.5517,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001092,E005501,2026-05-04 13:29:44,U0159,5.175.68.152,Ukraine,/admin/settings,download,data_exfiltration,0,7607.59,91,0.6531,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001093,E005504,2026-06-01 01:33:04,U0058,91.95.126.15,Anonymous Proxy,/admin/users,download,data_exfiltration,1,3333.48,69,0.596,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001094,E005516,2026-05-23 09:42:48,U0226,72.226.209.222,Belarus,/database/production,login,brute_force,19,9.69,79,0.6033,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001095,E005518,2026-05-10 17:29:40,U0364,192.49.161.97,Belarus,/storage/bucket-private,download,data_exfiltration,0,8708.32,92,0.669,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001096,E005521,2026-05-23 12:09:53,U0376,52.108.24.206,Sweden,/backup/snapshots,download,normal,0,15.6,10,0.5398,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001097,E005530,2026-05-10 01:03:15,U0047,213.6.115.248,Romania,/admin/settings,download,data_exfiltration,2,5934.23,82,0.6025,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001098,E005534,2026-05-25 03:00:21,U0323,104.167.81.23,Australia,/compute/instances,read,normal,0,26.3,11,0.5467,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001099,E005538,2026-05-08 02:55:57,U0057,198.214.159.189,Unknown,/backup/snapshots,download,data_exfiltration,0,3913.07,74,0.5824,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001100,E005540,2026-05-26 09:51:37,U0342,185.236.40.88,Belarus,/admin/settings,download,data_exfiltration,1,3780.34,81,0.6328,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001101,E005549,2026-05-05 03:25:35,U0117,104.78.250.192,Belarus,/backup/snapshots,configure,privilege_escalation,1,173.32,70,0.6071,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001102,E005559,2026-05-14 23:45:45,U0352,104.129.217.87,Sweden,/admin/users,logout,normal,0,17.63,7,0.5528,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001103,E005561,2026-05-11 21:04:47,U0421,198.13.163.203,Nigeria,/storage/bucket-private,write,privilege_escalation,1,168.88,85,0.6075,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001104,E005569,2026-05-08 10:52:36,U0482,172.180.36.108,Singapore,/api/users,logout,normal,2,39.31,6,0.5677,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001105,E005571,2026-05-25 14:17:08,U0019,24.24.192.41,France,/backup/snapshots,list,normal,2,3.74,9,0.5711,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001106,E005582,2026-05-27 00:49:10,U0411,8.9.139.22,Belarus,/iam/roles,login,brute_force,15,4.19,77,0.5772,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001107,E005583,2026-05-29 23:28:07,U0054,198.137.133.46,Tor Exit Node,/network/firewall,download,data_exfiltration,2,8065.74,74,0.6538,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001108,E005585,2026-05-28 16:41:24,U0415,72.192.94.84,Romania,/backup/snapshots,write,geographic_anomaly,3,411.8,64,0.5727,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001109,E005586,2026-05-16 00:44:59,U0039,213.140.183.127,Belarus,/database/production,download,data_exfiltration,2,7233.39,94,0.6287,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001110,E005588,2026-05-12 22:05:38,U0043,52.57.71.179,Belarus,/admin/users,download,data_exfiltration,1,8558.55,77,0.65,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001111,E005596,2026-05-07 02:06:55,U0033,213.191.54.205,Belarus,/storage/bucket-private,configure,geographic_anomaly,4,422.53,58,0.5888,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001112,E005598,2026-05-10 08:51:59,U0333,198.132.80.73,Ireland,/storage/bucket-private,list,normal,0,45.13,2,0.546,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001113,E005599,2026-05-08 08:15:44,U0439,64.246.155.106,Ukraine,/vpc/security-groups,download,geographic_anomaly,4,559.48,71,0.5696,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001114,E005605,2026-05-16 19:45:09,U0324,52.94.193.149,Belarus,/admin/settings,configure,privilege_escalation,1,182.92,98,0.6393,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001115,E005615,2026-05-25 12:56:45,U0291,172.36.151.220,Netherlands,/logs/audit,logout,normal,1,18.3,34,0.549,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001116,E005619,2026-05-15 13:29:53,U0471,172.238.222.174,Ukraine,/storage/bucket-private,download,data_exfiltration,2,1517.84,83,0.5399,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001117,E005630,2026-05-11 23:01:45,U0495,64.74.239.178,Unknown,/admin/users,download,geographic_anomaly,3,157.27,53,0.5429,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001118,E005631,2026-05-04 22:36:54,U0109,5.108.141.192,Nigeria,/iam/roles,write,privilege_escalation,1,156.37,78,0.6068,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001119,E005632,2026-05-19 11:37:32,U0493,72.161.80.229,Anonymous Proxy,/admin/settings,login,brute_force,18,4.95,60,0.6463,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001120,E005640,2026-05-05 09:08:19,U0306,64.143.192.247,Netherlands,/admin/settings,login,normal,0,23.33,4,0.5771,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001121,E005653,2026-05-16 23:55:38,U0147,104.116.226.104,North Korea,/storage/bucket-private,download,data_exfiltration,1,6424.7,95,0.6052,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001122,E005654,2026-05-06 10:16:23,U0352,91.173.5.164,Tor Exit Node,/network/firewall,download,data_exfiltration,2,7107.02,86,0.6398,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001123,E005657,2026-05-12 15:59:51,U0465,5.194.237.40,Unknown,/admin/settings,download,geographic_anomaly,2,575.2,76,0.5613,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001124,E005659,2026-05-16 17:01:18,U0190,172.72.234.112,Finland,/logs/audit,login,normal,2,0.33,19,0.5642,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001125,E005661,2026-05-06 14:02:15,U0190,172.195.36.140,United States,/logs/audit,read,normal,0,27.86,16,0.5403,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001126,E005662,2026-05-19 23:45:22,U0128,52.118.50.109,Tor Exit Node,/backup/snapshots,download,data_exfiltration,1,3649.18,88,0.5744,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001127,E005686,2026-05-23 15:21:27,U0173,5.250.71.133,Anonymous Proxy,/admin/users,download,data_exfiltration,0,8491.27,91,0.67,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001128,E005689,2026-05-30 01:38:41,U0452,192.155.31.95,Tor Exit Node,/admin/users,download,data_exfiltration,2,7096.65,64,0.6161,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001129,E005691,2026-05-17 10:52:53,U0441,104.83.68.180,Anonymous Proxy,/admin/settings,download,geographic_anomaly,4,165.66,59,0.5777,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001130,E005693,2026-05-31 23:22:46,U0215,192.128.200.63,Nigeria,/network/firewall,login,brute_force,17,0.94,71,0.5734,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001131,E005700,2026-05-23 13:14:19,U0096,52.106.227.50,Tor Exit Node,/vpc/security-groups,delete,geographic_anomaly,3,250.69,83,0.5529,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001132,E005716,2026-05-06 08:54:22,U0415,5.42.236.71,Unknown,/database/production,write,geographic_anomaly,2,305.91,71,0.5687,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001133,E005719,2026-05-21 19:52:12,U0493,91.94.184.240,Romania,/admin/users,delete,geographic_anomaly,2,187.44,90,0.5422,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001134,E005722,2026-05-04 07:34:33,U0131,104.128.236.99,Spain,/iam/roles,read,normal,0,10.09,2,0.5431,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001135,E005736,2026-05-23 15:16:59,U0186,198.149.206.194,Norway,/admin/settings,update,normal,0,16.45,21,0.5602,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001136,E005744,2026-05-09 10:36:15,U0305,185.178.27.238,Anonymous Proxy,/vpc/security-groups,download,data_exfiltration,1,6281.86,74,0.6317,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001137,E005747,2026-05-22 12:48:04,U0350,172.250.67.194,Ukraine,/admin/users,login,brute_force,12,7.86,74,0.5635,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001138,E005748,2026-05-20 13:07:04,U0490,52.161.143.51,North Korea,/vpc/security-groups,configure,geographic_anomaly,1,152.36,81,0.5495,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001139,E005764,2026-05-30 07:57:34,U0025,8.35.45.139,Sweden,/logs/audit,list,normal,0,10.53,22,0.5466,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001140,E005769,2026-05-07 13:44:03,U0308,52.28.235.123,Unknown,/admin/users,configure,privilege_escalation,0,37.22,69,0.6058,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001141,E005771,2026-05-14 19:10:08,U0194,196.67.118.100,Romania,/backup/snapshots,delete,geographic_anomaly,4,180.93,84,0.5434,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001142,E005777,2026-05-10 02:48:07,U0018,198.198.186.140,Australia,/api/files,list,normal,0,27.34,6,0.546,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001143,E005800,2026-05-10 12:29:06,U0243,185.248.10.239,Unknown,/network/firewall,download,data_exfiltration,1,7398.47,100,0.6458,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001144,E005801,2026-05-25 15:52:58,U0084,196.49.110.146,Anonymous Proxy,/storage/bucket-private,configure,geographic_anomaly,1,579.76,58,0.5817,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001145,E005813,2026-05-06 11:21:28,U0076,52.139.238.103,Finland,/storage/bucket-public,login,normal,1,13.27,15,0.5539,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001146,E005827,2026-05-04 21:51:56,U0395,72.111.199.87,Unknown,/admin/settings,download,data_exfiltration,2,8572.01,100,0.683,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001147,E005836,2026-06-01 06:14:19,U0147,91.91.5.211,Ukraine,/network/firewall,delete,privilege_escalation,1,166.89,63,0.5811,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001148,E005837,2026-05-23 23:56:14,U0452,196.95.151.175,Unknown,/database/production,login,brute_force,12,4.16,73,0.5536,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001149,E005840,2026-06-01 14:44:46,U0370,91.241.145.165,Ukraine,/database/production,write,geographic_anomaly,4,139.22,75,0.5574,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001150,E005843,2026-05-26 08:42:04,U0461,213.131.202.182,Ukraine,/iam/roles,delete,privilege_escalation,0,11.46,97,0.5903,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001151,E005847,2026-05-05 12:57:05,U0130,8.33.154.171,United States,/logs/audit,update,normal,0,8.09,10,0.5513,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001152,E005853,2026-05-08 14:40:54,U0371,192.191.118.61,Japan,/logs/audit,update,normal,1,5.45,16,0.5557,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001153,E005855,2026-05-20 23:22:47,U0460,24.232.81.103,Germany,/api/users,download,normal,0,11.79,10,0.5654,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001154,E005857,2026-05-04 16:34:54,U0396,24.122.225.192,Tor Exit Node,/database/production,delete,privilege_escalation,1,111.9,75,0.5666,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001155,E005864,2026-05-23 21:57:06,U0192,192.229.4.200,Tor Exit Node,/admin/users,configure,privilege_escalation,0,109.46,82,0.6067,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001156,E005871,2026-05-26 06:34:19,U0206,91.130.219.146,Belarus,/storage/bucket-private,delete,geographic_anomaly,1,594.32,60,0.5456,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001157,E005874,2026-05-16 12:07:47,U0376,196.144.223.153,Ukraine,/admin/settings,write,privilege_escalation,3,187.38,82,0.6467,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001158,E005889,2026-05-29 02:19:51,U0469,196.254.131.228,Ukraine,/database/production,login,brute_force,19,5.32,85,0.5985,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001159,E005893,2026-05-05 03:50:53,U0122,172.74.90.22,Romania,/backup/snapshots,configure,privilege_escalation,0,196.21,72,0.6015,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001160,E005899,2026-05-19 19:01:59,U0218,185.40.21.111,Anonymous Proxy,/backup/snapshots,write,privilege_escalation,0,126.33,71,0.6244,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001161,E005901,2026-05-30 09:30:26,U0356,5.80.157.254,North Korea,/admin/settings,download,data_exfiltration,0,5591.12,93,0.6314,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001162,E005908,2026-05-25 17:44:05,U0463,198.182.155.158,Tor Exit Node,/backup/snapshots,login,brute_force,12,0.99,77,0.5474,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001163,E005910,2026-05-30 15:31:56,U0235,91.3.166.220,Belarus,/storage/bucket-private,download,geographic_anomaly,4,569.63,78,0.5586,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001164,E005913,2026-05-30 14:26:29,U0333,72.78.168.233,Unknown,/admin/settings,write,privilege_escalation,0,173.88,76,0.6433,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001165,E005914,2026-05-07 20:35:49,U0087,45.162.104.139,Romania,/database/production,login,brute_force,12,9.94,51,0.5389,Critical,Block IP address,OPEN,2026-06-02 21:49:52
