event_id,timestamp,user_id,ip_address,country,resource_accessed,action_type,failed_logins,session_duration,data_download_mb,admin_action,risk_score,attack_type,label,prediction,anomaly_score,threat_level,recommended_action
E005730,2026-05-08 14:12:53,U0330,198.203.53.140,Norway,/logs/audit,upload,0,3654,89.43,No,25,normal,0,0,0.4903,Low,No Action Required
E005731,2026-05-10 03:30:42,U0339,198.132.247.143,Ireland,/storage/bucket-public,upload,0,3168,4.03,No,19,normal,0,0,0.451,Low,No Action Required
E005732,2026-05-20 19:32:34,U0284,104.223.34.3,Nigeria,/backup/snapshots,configure,1,432,277.54,No,74,geographic_anomaly,1,0,0.5297,Low,No Action Required
E005733,2026-05-22 04:34:43,U0168,64.149.98.4,Singapore,/database/staging,logout,0,1246,16.57,Yes,6,normal,0,0,0.5292,Low,No Action Required
E005734,2026-05-30 09:17:59,U0092,172.52.214.153,France,/compute/instances,login,0,2269,11.07,No,5,normal,0,0,0.3952,Low,No Action Required
E005735,2026-06-02 21:07:35,U0269,198.72.152.85,Sweden,/storage/bucket-public,logout,0,2244,15.54,No,20,normal,0,0,0.4155,Low,No Action Required
E005736,2026-05-23 15:16:59,U0186,198.149.206.194,Norway,/admin/settings,update,0,1906,16.45,Yes,21,normal,0,1,0.5602,Low,Monitor activity
E005737,2026-05-17 13:40:13,U0162,172.27.177.135,India,/logs/audit,read,0,2732,7.02,No,20,normal,0,0,0.3982,Low,No Action Required
E005738,2026-05-17 22:07:24,U0461,104.178.129.42,Spain,/api/data,download,0,1590,120.93,No,8,normal,0,0,0.4427,Low,No Action Required
E005739,2026-05-10 01:48:06,U0110,172.91.203.64,Canada,/storage/bucket-public,logout,0,4028,15.07,No,5,normal,0,0,0.5001,Low,No Action Required
E005740,2026-05-18 06:39:51,U0028,198.52.87.176,Norway,/api/data,upload,0,1811,12.1,No,33,normal,0,0,0.4435,Low,No Action Required
E005741,2026-06-01 16:51:01,U0035,72.14.10.86,France,/api/files,upload,0,2530,3.66,No,19,normal,0,0,0.4201,Low,No Action Required
E005742,2026-05-29 18:52:06,U0234,192.86.84.37,Spain,/api/files,read,0,2473,23.99,Yes,12,normal,0,0,0.5337,Low,No Action Required
E005743,2026-06-02 16:41:23,U0487,8.160.205.78,India,/api/users,download,0,1449,34.74,No,20,normal,0,0,0.3997,Low,No Action Required
E005744,2026-05-09 10:36:15,U0305,185.178.27.238,Anonymous Proxy,/vpc/security-groups,download,1,3949,6281.86,No,74,data_exfiltration,1,1,0.6317,Critical,Terminate session
E005745,2026-05-18 14:48:13,U0150,172.113.183.82,United States,/api/data,login,0,2621,3.78,No,18,normal,0,0,0.4214,Low,No Action Required
E005746,2026-05-12 15:43:28,U0226,198.214.230.239,Singapore,/api/users,read,0,1585,33.1,No,7,normal,0,0,0.3956,Low,No Action Required
E005747,2026-05-22 12:48:04,U0350,172.250.67.194,Ukraine,/admin/users,login,12,43,7.86,No,74,brute_force,1,1,0.5635,Critical,Block IP address
E005748,2026-05-20 13:07:04,U0490,52.161.143.51,North Korea,/vpc/security-groups,configure,1,236,152.36,No,81,geographic_anomaly,1,1,0.5495,High,Temporarily lock account
E005749,2026-05-29 08:07:50,U0398,104.232.147.145,Spain,/compute/instances,upload,0,1746,55.21,No,12,normal,0,0,0.422,Low,No Action Required
E005750,2026-05-15 21:12:20,U0139,24.243.199.16,India,/iam/roles,list,1,2361,2.83,No,12,normal,0,0,0.4172,Low,No Action Required
E005751,2026-05-31 14:16:05,U0197,8.11.233.248,Finland,/api/data,download,0,2560,93.57,No,16,normal,0,0,0.4384,Low,No Action Required
E005752,2026-05-31 02:06:09,U0017,104.118.66.48,Sweden,/api/data,list,0,2831,23.84,No,25,normal,0,0,0.424,Low,No Action Required
E005753,2026-05-19 06:13:13,U0426,72.122.126.224,India,/storage/bucket-public,read,0,2677,20.25,No,7,normal,0,0,0.4197,Low,No Action Required
E005754,2026-05-15 09:46:34,U0476,72.159.39.150,Netherlands,/compute/instances,read,0,2490,64.19,No,25,normal,0,0,0.4122,Low,No Action Required
E005755,2026-05-17 20:11:11,U0068,8.205.11.170,Sweden,/api/files,login,0,1132,16.64,No,14,normal,0,0,0.397,Low,No Action Required
E005756,2026-05-16 03:38:03,U0154,192.88.210.49,Netherlands,/database/staging,download,0,1719,5.15,No,9,normal,0,0,0.3982,Low,No Action Required
E005757,2026-05-17 17:23:04,U0245,24.20.56.73,Netherlands,/database/staging,logout,0,1547,65.3,No,10,normal,0,0,0.395,Low,No Action Required
E005758,2026-05-11 00:28:00,U0221,64.10.120.237,Netherlands,/api/users,update,0,1858,2.64,No,21,normal,0,0,0.3912,Low,No Action Required
E005759,2026-05-10 11:38:53,U0410,8.232.148.138,Norway,/logs/audit,update,0,488,5.57,No,11,normal,0,0,0.4161,Low,No Action Required
E005760,2026-05-24 18:10:10,U0221,192.86.30.148,Netherlands,/storage/bucket-public,list,0,2037,1.16,No,19,normal,0,0,0.4126,Low,No Action Required
E005761,2026-05-22 15:22:05,U0259,52.131.110.117,Japan,/storage/bucket-public,upload,1,2216,1.96,No,14,normal,0,0,0.4556,Low,No Action Required
E005762,2026-05-29 14:28:11,U0378,192.22.19.94,Germany,/api/users,download,0,1308,41.33,Yes,21,normal,0,0,0.5332,Low,No Action Required
E005763,2026-05-16 08:43:58,U0258,8.235.76.97,Sweden,/api/data,read,0,2623,26.1,No,4,normal,0,0,0.422,Low,No Action Required
E005764,2026-05-30 07:57:34,U0025,8.35.45.139,Sweden,/logs/audit,list,0,3452,10.53,Yes,22,normal,0,1,0.5466,Low,Monitor activity
E005765,2026-06-01 13:48:08,U0111,172.118.1.8,France,/storage/bucket-public,update,0,1685,37.15,No,13,normal,0,0,0.4134,Low,No Action Required
E005766,2026-05-12 14:50:33,U0069,8.161.67.189,Norway,/api/files,update,0,1336,46.48,No,7,normal,0,0,0.4052,Low,No Action Required
E005767,2026-05-19 12:06:13,U0222,104.123.227.72,Singapore,/api/data,logout,0,60,13.79,No,19,normal,0,0,0.4225,Low,No Action Required
E005768,2026-06-02 06:41:58,U0425,64.193.30.92,Tor Exit Node,/backup/snapshots,login,8,41,3.39,No,72,brute_force,1,0,0.5219,Low,No Action Required
E005769,2026-05-07 13:44:03,U0308,52.28.235.123,Unknown,/admin/users,configure,0,369,37.22,Yes,69,privilege_escalation,1,1,0.6058,Medium,Require MFA verification
E005770,2026-05-30 17:59:31,U0432,72.176.207.53,Singapore,/api/data,update,0,837,24.06,No,2,normal,0,0,0.4377,Low,No Action Required
E005771,2026-05-14 19:10:08,U0194,196.67.118.100,Romania,/backup/snapshots,delete,4,284,180.93,No,84,geographic_anomaly,1,1,0.5434,High,Temporarily lock account
E005772,2026-05-05 02:16:50,U0456,192.42.210.18,India,/api/files,read,0,1159,12.5,No,21,normal,0,0,0.3924,Low,No Action Required
E005773,2026-05-04 06:45:14,U0298,8.88.137.211,United Kingdom,/api/users,download,0,2204,61.61,No,26,normal,0,0,0.4404,Low,No Action Required
E005774,2026-05-08 15:43:49,U0121,24.203.251.36,Canada,/api/users,login,0,2279,88.21,No,14,normal,0,0,0.4172,Low,No Action Required
E005775,2026-05-24 20:33:57,U0060,24.255.125.20,United States,/api/files,read,0,3125,5.89,No,2,normal,0,0,0.4554,Low,No Action Required
E005776,2026-05-22 04:46:00,U0057,172.136.182.174,Sweden,/backup/snapshots,login,0,2039,25.94,No,20,normal,0,0,0.3952,Low,No Action Required
E005777,2026-05-10 02:48:07,U0018,198.198.186.140,Australia,/api/files,list,0,1514,27.34,Yes,6,normal,0,1,0.546,Low,Monitor activity
E005778,2026-05-07 05:45:37,U0249,192.118.7.241,Netherlands,/iam/roles,logout,0,2511,2.29,No,18,normal,0,0,0.3896,Low,No Action Required
E005779,2026-05-14 07:39:37,U0007,5.253.27.94,North Korea,/storage/bucket-private,write,3,339,43.97,No,60,geographic_anomaly,1,0,0.5326,Low,No Action Required
E005780,2026-05-07 08:53:04,U0195,198.167.75.76,Australia,/compute/instances,logout,0,3130,16.48,No,13,normal,0,0,0.424,Low,No Action Required
E005781,2026-05-05 23:33:48,U0026,8.9.179.154,United Kingdom,/vpc/security-groups,logout,0,3773,22.7,No,20,normal,0,0,0.4999,Low,No Action Required
E005782,2026-05-24 19:03:33,U0124,52.218.159.233,Netherlands,/logs/audit,upload,0,1572,3.85,No,5,normal,0,0,0.4185,Low,No Action Required
E005783,2026-05-26 22:47:17,U0019,8.181.219.161,Sweden,/compute/instances,list,0,1573,59.33,No,2,normal,0,0,0.4228,Low,No Action Required
E005784,2026-05-07 18:14:29,U0481,8.220.151.55,Finland,/storage/bucket-public,upload,0,666,18.35,No,12,normal,0,0,0.4484,Low,No Action Required
E005785,2026-05-19 18:44:37,U0028,24.113.6.239,Sweden,/api/users,login,0,2644,26.93,No,19,normal,0,0,0.3994,Low,No Action Required
E005786,2026-06-01 08:53:24,U0214,8.152.17.231,United Kingdom,/backup/snapshots,download,0,2075,15.65,No,15,normal,0,0,0.4155,Low,No Action Required
E005787,2026-05-23 21:50:24,U0132,24.27.31.113,Germany,/api/files,update,0,2358,52.36,No,13,normal,0,0,0.407,Low,No Action Required
E005788,2026-05-28 22:13:42,U0098,72.92.213.6,Japan,/storage/bucket-public,logout,0,1667,0.09,No,18,normal,0,0,0.399,Low,No Action Required
E005789,2026-05-27 18:48:50,U0079,198.186.21.44,United Kingdom,/api/files,logout,0,1051,36.21,No,9,normal,0,0,0.4138,Low,No Action Required
E005790,2026-06-02 09:04:41,U0132,24.226.169.203,Ireland,/admin/settings,list,0,3734,31.52,No,9,normal,0,0,0.4752,Low,No Action Required
E005791,2026-05-12 23:03:32,U0307,8.3.104.78,Canada,/compute/instances,download,0,509,11.32,No,13,normal,0,0,0.4226,Low,No Action Required
E005792,2026-05-06 04:21:37,U0238,24.65.109.156,Spain,/database/production,upload,0,60,59.55,No,30,normal,0,0,0.4722,Low,No Action Required
E005793,2026-05-22 13:29:22,U0208,8.222.118.249,Finland,/api/data,download,0,2111,51.03,No,19,normal,0,0,0.4186,Low,No Action Required
E005794,2026-05-17 09:56:32,U0310,8.112.221.217,Ireland,/admin/settings,read,0,1868,16.52,No,22,normal,0,0,0.4279,Low,No Action Required
E005795,2026-05-07 03:11:57,U0396,8.58.205.199,Finland,/api/users,logout,0,2291,113.52,No,21,normal,0,0,0.4267,Low,No Action Required
E005796,2026-05-31 08:20:58,U0147,64.208.250.123,United States,/api/files,download,0,1810,89.31,No,15,normal,0,0,0.4409,Low,No Action Required
E005797,2026-05-08 12:54:04,U0320,52.4.240.78,France,/compute/instances,upload,1,1393,1.87,No,6,normal,0,0,0.45,Low,No Action Required
E005798,2026-05-24 11:49:57,U0129,104.96.118.3,France,/database/staging,download,0,3132,37.94,No,12,normal,0,0,0.4178,Low,No Action Required
E005799,2026-05-29 06:58:02,U0498,64.201.102.116,Finland,/database/staging,download,0,2032,7.17,No,17,normal,0,0,0.4012,Low,No Action Required
E005800,2026-05-10 12:29:06,U0243,185.248.10.239,Unknown,/network/firewall,download,1,4935,7398.47,No,100,data_exfiltration,1,1,0.6458,Critical,Terminate session
E005801,2026-05-25 15:52:58,U0084,196.49.110.146,Anonymous Proxy,/storage/bucket-private,configure,1,195,579.76,No,58,geographic_anomaly,1,1,0.5817,Medium,Require MFA verification
E005802,2026-05-15 05:06:30,U0467,72.245.80.44,Canada,/api/users,login,1,2801,0.41,No,6,normal,0,0,0.4445,Low,No Action Required
E005803,2026-05-12 07:48:21,U0227,64.207.199.110,United States,/logs/audit,list,0,3522,33.87,No,11,normal,0,0,0.4612,Low,No Action Required
E005804,2026-06-02 12:36:05,U0163,8.221.20.177,Netherlands,/logs/audit,read,0,1612,12.53,No,0,normal,0,0,0.4125,Low,No Action Required
E005805,2026-05-06 17:59:15,U0105,64.81.62.81,Netherlands,/logs/audit,list,1,687,38.1,No,18,normal,0,0,0.4253,Low,No Action Required
E005806,2026-05-19 01:12:53,U0458,64.179.209.77,India,/storage/bucket-public,update,0,1171,31.53,No,0,normal,0,0,0.4417,Low,No Action Required
E005807,2026-05-28 05:42:47,U0142,198.248.122.71,India,/storage/bucket-public,login,0,2590,24.93,No,13,normal,0,0,0.4062,Low,No Action Required
E005808,2026-05-30 03:57:54,U0238,8.178.79.217,Singapore,/api/files,logout,0,977,4.83,No,2,normal,0,0,0.415,Low,No Action Required
E005809,2026-06-01 18:28:19,U0283,52.36.126.250,North Korea,/database/production,delete,3,191,298.23,No,84,geographic_anomaly,1,0,0.5319,Low,No Action Required
E005810,2026-05-16 09:53:40,U0373,72.144.99.180,Ireland,/vpc/security-groups,upload,0,2233,11.18,No,9,normal,0,0,0.4542,Low,No Action Required
E005811,2026-05-06 15:34:53,U0075,64.217.49.12,United Kingdom,/api/files,download,1,641,63.02,No,18,normal,0,0,0.463,Low,No Action Required
E005812,2026-05-21 06:03:16,U0175,172.70.44.187,Australia,/database/staging,read,0,3227,29.15,No,21,normal,0,0,0.4309,Low,No Action Required
E005813,2026-05-06 11:21:28,U0076,52.139.238.103,Finland,/storage/bucket-public,login,1,1550,13.27,Yes,15,normal,0,1,0.5539,Low,Monitor activity
E005814,2026-05-25 06:22:14,U0253,192.125.211.220,Singapore,/api/users,login,0,2299,22.67,No,10,normal,0,0,0.3926,Low,No Action Required
E005815,2026-05-24 12:17:55,U0277,52.21.175.130,Singapore,/api/files,login,0,2081,7.8,No,16,normal,0,0,0.3922,Low,No Action Required
E005816,2026-05-16 11:38:28,U0348,8.171.33.85,United Kingdom,/storage/bucket-public,login,0,3056,21.14,No,4,normal,0,0,0.4589,Low,No Action Required
E005817,2026-05-22 18:11:15,U0292,172.114.164.53,United States,/api/users,download,0,3322,13.56,No,27,normal,0,0,0.4599,Low,No Action Required
E005818,2026-05-05 04:14:41,U0228,24.166.201.210,Singapore,/database/staging,upload,1,941,14.04,No,20,normal,0,0,0.4535,Low,No Action Required
E005819,2026-05-18 15:45:10,U0382,104.66.15.169,Japan,/backup/snapshots,update,0,2107,54.12,No,30,normal,0,0,0.4224,Low,No Action Required
E005820,2026-06-02 17:42:25,U0214,24.27.192.151,Finland,/compute/instances,logout,0,2525,62.11,No,15,normal,0,0,0.4032,Low,No Action Required
E005821,2026-05-04 09:39:57,U0122,104.8.89.68,United States,/admin/users,list,0,1518,3.46,No,2,normal,0,0,0.4613,Low,No Action Required
E005822,2026-05-21 01:14:02,U0008,64.186.127.80,United Kingdom,/database/staging,update,0,2020,3.07,No,8,normal,0,0,0.4199,Low,No Action Required
E005823,2026-05-19 13:59:49,U0206,72.242.57.58,United States,/api/files,update,0,2893,7.93,No,21,normal,0,0,0.4356,Low,No Action Required
E005824,2026-05-12 14:33:23,U0079,8.135.47.135,France,/api/data,update,0,60,38.74,No,6,normal,0,0,0.4424,Low,No Action Required
E005825,2026-05-27 18:57:10,U0321,192.160.106.19,Sweden,/compute/instances,read,0,1811,28.76,No,24,normal,0,0,0.3996,Low,No Action Required
E005826,2026-05-21 03:51:33,U0321,52.184.24.178,Finland,/logs/audit,read,0,1895,25.48,No,8,normal,0,0,0.3988,Low,No Action Required
E005827,2026-05-04 21:51:56,U0395,72.111.199.87,Unknown,/admin/settings,download,2,4743,8572.01,No,100,data_exfiltration,1,1,0.683,Critical,Terminate session
E005828,2026-05-23 06:35:47,U0173,192.192.120.167,France,/logs/audit,read,0,3060,0.41,No,8,normal,0,0,0.4207,Low,No Action Required
E005829,2026-05-12 16:02:33,U0128,104.222.31.178,Singapore,/api/data,list,0,1361,12.98,No,17,normal,0,0,0.4017,Low,No Action Required
E005830,2026-05-28 10:57:23,U0078,172.192.114.152,United States,/database/staging,logout,0,1630,5.82,No,13,normal,0,0,0.4085,Low,No Action Required
E005831,2026-05-19 16:59:55,U0039,72.6.44.1,Ireland,/storage/bucket-public,login,2,478,4.44,No,14,normal,0,0,0.4555,Low,No Action Required
E005832,2026-05-07 03:53:56,U0444,104.194.73.221,United States,/api/data,login,0,1388,10.52,No,29,normal,0,0,0.4305,Low,No Action Required
E005833,2026-05-13 13:28:46,U0381,8.181.93.196,Canada,/storage/bucket-public,list,0,1461,46.17,No,3,normal,0,0,0.4442,Low,No Action Required
E005834,2026-05-17 02:07:05,U0386,198.74.64.59,Ireland,/api/files,logout,0,1586,10.05,No,3,normal,0,0,0.3966,Low,No Action Required
E005835,2026-05-09 16:13:18,U0378,172.116.84.184,India,/database/production,update,0,485,1.74,No,15,normal,0,0,0.4068,Low,No Action Required
E005836,2026-06-01 06:14:19,U0147,91.91.5.211,Ukraine,/network/firewall,delete,1,311,166.89,Yes,63,privilege_escalation,1,1,0.5811,Medium,Require MFA verification
E005837,2026-05-23 23:56:14,U0452,196.95.151.175,Unknown,/database/production,login,12,58,4.16,No,73,brute_force,1,1,0.5536,Critical,Block IP address
E005838,2026-05-07 21:32:36,U0373,8.65.23.128,Singapore,/api/users,list,0,3762,14.75,No,12,normal,0,0,0.446,Low,No Action Required
E005839,2026-05-28 10:44:42,U0025,72.183.15.89,Germany,/logs/audit,update,0,2075,47.85,No,13,normal,0,0,0.4042,Low,No Action Required
E005840,2026-06-01 14:44:46,U0370,91.241.145.165,Ukraine,/database/production,write,4,557,139.22,No,75,geographic_anomaly,1,1,0.5574,High,Temporarily lock account
E005841,2026-05-27 19:49:05,U0098,192.102.120.189,Canada,/compute/instances,list,0,2978,83.44,No,10,normal,0,0,0.43,Low,No Action Required
E005842,2026-05-11 10:05:33,U0328,8.174.189.81,United Kingdom,/storage/bucket-public,download,0,2046,33.11,No,10,normal,0,0,0.4413,Low,No Action Required
E005843,2026-05-26 08:42:04,U0461,213.131.202.182,Ukraine,/iam/roles,delete,0,384,11.46,Yes,97,privilege_escalation,1,1,0.5903,Critical,Temporarily lock account
E005844,2026-05-05 07:20:23,U0403,72.64.55.115,Ireland,/logs/audit,upload,0,1293,13.59,No,33,normal,0,0,0.4377,Low,No Action Required
E005845,2026-05-16 07:23:25,U0137,52.232.127.150,Spain,/compute/instances,upload,0,2510,42.11,No,22,normal,0,0,0.4235,Low,No Action Required
E005846,2026-05-08 00:47:17,U0198,52.213.133.56,Netherlands,/admin/users,update,0,1117,0.8,No,13,normal,0,0,0.4182,Low,No Action Required
E005847,2026-05-05 12:57:05,U0130,8.33.154.171,United States,/logs/audit,update,0,1535,8.09,Yes,10,normal,0,1,0.5513,Low,Monitor activity
E005848,2026-05-31 07:46:20,U0270,52.219.254.136,Germany,/compute/instances,logout,0,1242,17.0,No,20,normal,0,0,0.3864,Low,No Action Required
E005849,2026-05-23 18:20:07,U0230,104.163.148.93,Canada,/api/files,update,0,1279,108.69,No,38,normal,0,0,0.4751,Low,No Action Required
E005850,2026-05-27 05:10:25,U0336,192.78.86.66,United States,/database/staging,upload,0,4006,20.02,No,6,normal,0,0,0.507,Low,No Action Required
E005851,2026-06-01 19:05:26,U0430,172.123.2.231,Singapore,/compute/instances,login,0,3003,40.07,No,24,normal,0,0,0.4111,Low,No Action Required
E005852,2026-05-28 05:06:32,U0494,104.150.231.207,Germany,/backup/snapshots,download,0,2054,36.14,No,9,normal,0,0,0.4055,Low,No Action Required
E005853,2026-05-08 14:40:54,U0371,192.191.118.61,Japan,/logs/audit,update,1,2705,5.45,Yes,16,normal,0,1,0.5557,Low,Monitor activity
E005854,2026-05-11 11:08:17,U0267,24.118.47.159,United States,/api/files,list,0,2540,10.98,No,24,normal,0,0,0.4239,Low,No Action Required
E005855,2026-05-20 23:22:47,U0460,24.232.81.103,Germany,/api/users,download,0,60,11.79,Yes,10,normal,0,1,0.5654,Low,Monitor activity
E005856,2026-05-13 07:39:31,U0434,192.130.199.46,Finland,/storage/bucket-public,list,0,1199,20.34,Yes,22,normal,0,0,0.5309,Low,No Action Required
E005857,2026-05-04 16:34:54,U0396,24.122.225.192,Tor Exit Node,/database/production,delete,1,558,111.9,Yes,75,privilege_escalation,1,1,0.5666,High,Temporarily lock account
E005858,2026-05-10 21:01:33,U0357,198.85.193.56,Japan,/compute/instances,read,0,2321,56.72,No,0,normal,0,0,0.4222,Low,No Action Required
E005859,2026-05-29 03:15:21,U0082,24.143.189.226,United Kingdom,/compute/instances,upload,0,1704,0.23,No,22,normal,0,0,0.4336,Low,No Action Required
E005860,2026-05-18 15:54:52,U0246,198.78.69.6,United States,/admin/users,download,0,2671,21.6,No,7,normal,0,0,0.4581,Low,No Action Required
E005861,2026-05-04 04:15:07,U0232,52.66.123.83,United States,/api/data,read,0,3020,6.1,No,16,normal,0,0,0.4373,Low,No Action Required
E005862,2026-05-23 03:25:04,U0349,64.108.240.24,India,/logs/audit,upload,2,2162,5.94,No,5,normal,0,0,0.4685,Low,No Action Required
E005863,2026-05-16 13:27:45,U0125,172.63.183.48,United States,/logs/audit,logout,0,134,2.06,No,23,normal,0,0,0.4439,Low,No Action Required
E005864,2026-05-23 21:57:06,U0192,192.229.4.200,Tor Exit Node,/admin/users,configure,0,248,109.46,Yes,82,privilege_escalation,1,1,0.6067,High,Temporarily lock account
E005865,2026-05-06 20:38:19,U0061,72.108.123.107,United States,/storage/bucket-public,read,0,3224,5.44,No,18,normal,0,0,0.4602,Low,No Action Required
E005866,2026-05-17 16:00:03,U0364,192.149.115.134,United Kingdom,/api/users,logout,0,497,24.64,No,14,normal,0,0,0.4157,Low,No Action Required
E005867,2026-06-02 18:43:26,U0208,52.24.169.86,United States,/api/data,upload,0,2590,6.05,No,6,normal,0,0,0.4559,Low,No Action Required
E005868,2026-05-18 04:04:59,U0409,198.50.113.64,United States,/logs/audit,login,0,666,11.0,No,11,normal,0,0,0.4271,Low,No Action Required
E005869,2026-05-22 03:15:17,U0040,198.80.81.244,Finland,/api/users,login,0,1072,3.85,No,18,normal,0,0,0.3992,Low,No Action Required
E005870,2026-05-05 03:09:15,U0448,198.189.153.110,United Kingdom,/database/staging,download,1,4119,30.79,No,16,normal,0,0,0.5025,Low,No Action Required
E005871,2026-05-26 06:34:19,U0206,91.130.219.146,Belarus,/storage/bucket-private,delete,1,149,594.32,No,60,geographic_anomaly,1,1,0.5456,Medium,Require MFA verification
E005872,2026-05-10 22:20:49,U0162,64.156.62.168,Spain,/api/files,upload,0,3389,4.88,No,19,normal,0,0,0.4525,Low,No Action Required
E005873,2026-05-17 19:13:50,U0384,52.154.207.141,Ireland,/compute/instances,list,0,503,10.74,No,24,normal,0,0,0.4092,Low,No Action Required
E005874,2026-05-16 12:07:47,U0376,196.144.223.153,Ukraine,/admin/settings,write,3,525,187.38,Yes,82,privilege_escalation,1,1,0.6467,High,Temporarily lock account
E005875,2026-05-07 06:56:57,U0055,192.101.102.200,France,/compute/instances,update,0,2286,26.26,No,4,normal,0,0,0.4072,Low,No Action Required
E005876,2026-05-20 15:43:54,U0376,24.53.217.180,United Kingdom,/storage/bucket-public,logout,0,1922,0.18,No,0,normal,0,0,0.4531,Low,No Action Required
E005877,2026-05-22 21:36:06,U0290,172.222.196.46,Netherlands,/logs/audit,list,0,2145,4.86,No,23,normal,0,0,0.3966,Low,No Action Required
E005878,2026-05-14 07:44:46,U0362,72.64.86.131,Japan,/api/data,login,0,1608,23.79,No,14,normal,0,0,0.3884,Low,No Action Required
E005879,2026-05-07 05:02:29,U0134,192.96.126.121,United States,/database/staging,logout,0,2033,2.94,No,26,normal,0,0,0.4159,Low,No Action Required
E005880,2026-05-22 14:04:45,U0211,104.149.153.162,Canada,/api/data,read,0,1332,47.34,No,23,normal,0,0,0.4162,Low,No Action Required
E005881,2026-05-13 07:04:20,U0375,198.10.82.83,Singapore,/database/staging,upload,0,1422,10.45,No,8,normal,0,0,0.4176,Low,No Action Required
E005882,2026-05-21 18:38:27,U0028,64.4.91.224,India,/api/files,download,0,2349,17.36,No,28,normal,0,0,0.418,Low,No Action Required
E005883,2026-05-04 01:15:58,U0470,104.53.161.155,Finland,/api/data,update,2,2204,13.62,No,5,normal,0,0,0.4631,Low,No Action Required
E005884,2026-06-01 14:21:47,U0499,192.6.30.222,Germany,/storage/bucket-private,read,1,1680,73.48,No,6,normal,0,0,0.4552,Low,No Action Required
E005885,2026-05-26 23:01:09,U0138,64.102.24.236,Norway,/api/users,download,0,507,1.3,No,12,normal,0,0,0.4173,Low,No Action Required
E005886,2026-05-24 07:28:41,U0048,198.86.78.44,Sweden,/compute/instances,list,0,2763,0.12,No,10,normal,0,0,0.4078,Low,No Action Required
E005887,2026-05-10 04:33:16,U0073,52.8.54.194,Netherlands,/api/files,list,0,1242,13.31,No,10,normal,0,0,0.393,Low,No Action Required
E005888,2026-05-28 14:05:17,U0492,172.239.121.34,Singapore,/compute/instances,update,1,1887,47.02,No,13,normal,0,0,0.4296,Low,No Action Required
E005889,2026-05-29 02:19:51,U0469,196.254.131.228,Ukraine,/database/production,login,19,19,5.32,No,85,brute_force,1,1,0.5985,Critical,Block IP address
E005890,2026-05-08 22:57:45,U0346,72.251.129.123,Spain,/api/data,download,0,750,26.98,No,34,normal,0,0,0.4447,Low,No Action Required
E005891,2026-05-14 01:00:43,U0109,24.118.25.71,France,/api/files,login,0,1232,15.91,No,0,normal,0,0,0.4132,Low,No Action Required
E005892,2026-05-21 06:50:15,U0192,192.229.3.56,Singapore,/storage/bucket-public,download,0,3750,9.91,No,6,normal,0,0,0.4795,Low,No Action Required
E005893,2026-05-05 03:50:53,U0122,172.74.90.22,Romania,/backup/snapshots,configure,0,308,196.21,Yes,72,privilege_escalation,1,1,0.6015,Medium,Require MFA verification
E005894,2026-05-19 03:38:08,U0301,104.225.93.115,Singapore,/storage/bucket-public,logout,0,1417,1.88,No,18,normal,0,0,0.4058,Low,No Action Required
E005895,2026-05-05 16:16:38,U0466,64.216.198.124,Japan,/api/data,upload,0,2230,13.22,No,2,normal,0,0,0.4337,Low,No Action Required
E005896,2026-05-12 07:02:24,U0032,52.171.160.152,Netherlands,/api/files,download,0,1367,10.0,No,6,normal,0,0,0.4102,Low,No Action Required
E005897,2026-05-24 02:15:54,U0383,52.58.151.68,Japan,/storage/bucket-public,list,0,4012,5.15,No,15,normal,0,0,0.4755,Low,No Action Required
E005898,2026-05-16 02:38:53,U0249,172.223.132.124,Spain,/logs/audit,download,0,1575,3.28,No,11,normal,0,0,0.4091,Low,No Action Required
E005899,2026-05-19 19:01:59,U0218,185.40.21.111,Anonymous Proxy,/backup/snapshots,write,0,74,126.33,Yes,71,privilege_escalation,1,1,0.6244,Medium,Require MFA verification
E005900,2026-05-28 19:10:17,U0315,72.186.223.52,India,/compute/instances,upload,1,539,23.98,No,16,normal,0,0,0.4459,Low,No Action Required
E005901,2026-05-30 09:30:26,U0356,5.80.157.254,North Korea,/admin/settings,download,0,5327,5591.12,No,93,data_exfiltration,1,1,0.6314,Critical,Terminate session
E005902,2026-05-12 15:27:22,U0421,185.149.171.24,Tor Exit Node,/iam/roles,login,10,11,9.24,No,81,brute_force,1,0,0.534,Critical,No Action Required
E005903,2026-05-29 19:11:15,U0364,64.39.213.170,India,/database/staging,logout,0,4007,1.35,No,23,normal,0,0,0.4529,Low,No Action Required
E005904,2026-05-12 10:43:02,U0114,64.52.174.104,Germany,/database/staging,upload,0,1485,3.18,No,13,normal,0,0,0.4124,Low,No Action Required
E005905,2026-05-15 02:37:53,U0437,24.57.27.63,Netherlands,/api/data,download,0,1986,51.73,No,21,normal,0,0,0.4127,Low,No Action Required
E005906,2026-05-09 13:22:31,U0468,198.60.134.199,France,/api/users,download,0,2667,25.62,No,22,normal,0,0,0.411,Low,No Action Required
E005907,2026-05-23 21:53:43,U0045,172.187.118.102,France,/database/staging,upload,0,516,60.35,No,0,normal,0,0,0.4657,Low,No Action Required
E005908,2026-05-25 17:44:05,U0463,198.182.155.158,Tor Exit Node,/backup/snapshots,login,12,48,0.99,No,77,brute_force,1,1,0.5474,Critical,Block IP address
